iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AUS,Oceania,Australia,2021/4/17,29519,20,16.286,910,0,0.143,1144.67,0.776,0.632,35.287,0,0.006,1.34,3,0.116,44,1.706,,,,,16333427,29678,633.368,1.151,35729,1.385,0.0005,2193.8,tests performed,1496912,1310866,186046,,22354,47192,5.8,5.08,0.72,,1830,41742,0.162,44.91,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/4/18,29533,14,16.286,910,0,0.143,1145.213,0.543,0.632,35.287,0,0.006,1.32,3,0.116,47,1.823,,,,,16357455,24028,634.3,0.932,34841,1.351,0.0005,2139.3,tests performed,1586556,1399808,186748,,89644,58322,6.15,5.43,0.72,,2262,52903,0.205,44.91,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-9120.8,-4.25,3.49,-353.6809078
AUS,Oceania,Australia,2021/4/19,29556,23,18.143,910,0,0,1146.105,0.892,0.704,35.287,0,0,1.33,3,0.116,48,1.861,,,,,16386103,28648,635.41,1.111,34317,1.331,0.0005,1891.5,tests performed,1653286,1459097,194189,,66730,59801,6.41,5.66,0.75,,2319,54503,0.211,39.35,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/4/20,29576,20,18,910,0,0,1146.88,0.776,0.698,35.287,0,0,1.32,1,0.039,47,1.823,,,,,16413981,27878,636.492,1.081,34226,1.327,0.0005,1901.4,tests performed,1718107,1516390,201717,,64821,60348,6.66,5.88,0.78,,2340,54967,0.213,39.35,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/4/21,29594,18,17.857,910,0,0,1147.578,0.698,0.692,35.287,0,0,1.32,1,0.039,47,1.823,,,,,16451730,37749,637.955,1.464,33077,1.283,0.0005,1852.3,tests performed,1785698,1565322,220376,,67591,60913,6.92,6.07,0.85,,2362,53843,0.209,39.35,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/4/22,29638,44,22,910,0,0,1149.285,1.706,0.853,35.287,0,0,1.34,1,0.039,61,2.365,,,,,16488916,37186,639.397,1.442,32046,1.243,0.0007,1456.6,tests performed,1855601,1628307,227294,,69903,62146,7.2,6.31,0.88,,2410,55103,0.214,39.35,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/4/23,29653,15,22,910,0,0,1149.866,0.582,0.853,35.287,0,0,1.26,1,0.039,67,2.598,,,,,16522373,33457,640.695,1.297,31232,1.211,0.0007,1419.6,tests performed,1914047,1682424,231623,,58446,62784,7.42,6.52,0.9,,2435,56002,0.217,39.35,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/4/24,29663,10,20.571,910,0,0,1150.254,0.388,0.798,35.287,0,0,1.2,1,0.039,68,2.637,,,,,16560521,38148,642.174,1.479,32442,1.258,0.0006,1577.1,tests performed,1934077,1701357,232720,,20030,62452,7.5,6.6,0.9,,2422,55784,0.216,75.46,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/4/25,29680,17,21,910,0,0,1150.913,0.659,0.814,35.287,0,0,1.19,1,0.039,73,2.831,,,,,16603515,42994,643.841,1.667,35151,1.363,0.0006,1673.9,tests performed,1937485,1704743,232742,,3408,50133,7.51,6.61,0.9,,1944,43562,0.169,75.46,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-9068.2,-4.16,1.69,-351.6412166
AUS,Oceania,Australia,2021/4/26,29717,37,23,910,0,0,1152.348,1.435,0.892,35.287,0,0,1.21,1,0.039,71,2.753,,,,,16644142,40627,645.417,1.575,36863,1.429,0.0006,1602.7,tests performed,1969337,1735756,233581,,31852,45150,7.64,6.73,0.91,,1751,39523,0.153,75.46,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/4/27,29750,33,24.857,910,0,0,1153.628,1.28,0.964,35.287,0,0,1.15,2,0.078,75,2.908,,,,,16686632,42490,647.064,1.648,38950,1.51,0.0006,1567,tests performed,2029544,1791020,238524,,60207,44491,7.87,6.95,0.92,,1725,39233,0.152,54.17,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/4/28,29773,23,25.571,910,0,0,1154.52,0.892,0.992,35.287,0,0,1.08,2,0.078,69,2.676,,,,,16746093,59461,649.37,2.306,42052,1.631,0.0006,1644.5,tests performed,2112285,1867045,245240,,82741,46655,8.19,7.24,0.95,,1809,43103,0.167,54.17,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/4/29,29798,25,22.857,910,0,0,1155.489,0.969,0.886,35.287,0,0,1.01,2,0.078,72,2.792,,,,,16796515,50422,651.325,1.955,43943,1.704,0.0005,1922.5,tests performed,2179544,1926672,252872,,67259,46278,8.45,7.47,0.98,,1795,42624,0.165,54.17,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/4/30,29811,13,22.571,910,0,0,1155.993,0.504,0.875,35.287,0,0,0.93,2,0.078,74,2.87,,,,,16840781,44266,653.042,1.717,45487,1.764,0.0005,2015.3,tests performed,2234844,1976315,258529,,55300,45828,8.67,7.66,1,,1777,41984,0.163,54.17,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/5/1,29824,13,23,910,0,0,1156.497,0.504,0.892,35.287,0,0,0.88,2,0.078,63,2.443,,,,,16884102,43321,654.722,1.68,46226,1.793,0.0005,2009.8,tests performed,2254074,1994063,260011,,19230,45714,8.74,7.73,1.01,,1773,41815,0.162,44.91,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/5/2,29838,14,22.571,910,0,0,1157.04,0.543,0.875,35.287,0,0,0.83,1,0.039,57,2.21,,,,,16917316,33214,656.01,1.288,44829,1.738,0.0005,1986.1,tests performed,2260615,1999899,260716,,6541,46161,8.77,7.76,1.01,,1790,42165,0.164,48.61,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-8980.3,-4.07,2.85,-348.2326832
AUS,Oceania,Australia,2021/5/3,29850,12,19,910,0,0,1157.505,0.465,0.737,35.287,0,0,0.8,1,0.039,60,2.327,,,,,16946216,28900,657.13,1.121,43153,1.673,0.0004,2271.2,tests performed,2316969,2051573,265396,,56354,49662,8.98,7.96,1.03,,1926,45117,0.175,48.61,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/5/4,29865,15,16.429,910,0,0,1158.087,0.582,0.637,35.287,0,0,0.79,1,0.039,54,2.094,,,,,16976949,30733,658.322,1.192,41474,1.608,0.0004,2524.4,tests performed,2396314,2124394,271920,,79345,52396,9.29,8.24,1.05,,2032,47625,0.185,48.61,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/5/5,29884,19,15.857,910,0,0,1158.824,0.737,0.615,35.287,0,0,0.78,1,0.039,46,1.784,,,,,17030186,53237,660.386,2.064,40585,1.574,0.0004,2559.4,tests performed,2473529,2195139,278390,,77215,51606,9.59,8.51,1.08,,2001,46871,0.182,48.61,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/5/6,29893,9,13.571,910,0,0,1159.173,0.349,0.526,35.287,0,0,0.76,1,0.039,38,1.474,,,,,17079932,49746,662.315,1.929,40488,1.57,0.0003,2983.4,tests performed,2554531,2268890,285641,,81002,53570,9.91,8.8,1.11,,2077,48888,0.19,48.61,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/5/7,29906,13,13.571,910,0,0,1159.677,0.504,0.526,35.287,0,0,0.75,1,0.039,38,1.474,,,,,17128901,48969,664.214,1.899,41160,1.596,0.0003,3032.9,tests performed,2627725,2335211,292514,,73194,56126,10.19,9.06,1.13,,2176,51271,0.199,48.61,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/5/8,29922,16,14,910,0,0,1160.297,0.62,0.543,35.287,0,0,0.73,2,0.078,36,1.396,,,,,17181579,52678,666.257,2.043,42497,1.648,0.0003,3035.5,tests performed,2654338,2360192,294146,,26613,57181,10.29,9.15,1.14,,2217,52304,0.203,44.91,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/5/9,29931,9,13.286,910,0,0,1160.646,0.349,0.515,35.287,0,0,0.68,2,0.078,31,1.202,,,,,17223049,41470,667.865,1.608,43676,1.694,0.0003,3287.4,tests performed,2663221,2368476,294745,,8883,57515,10.33,9.18,1.14,,2230,52654,0.204,44.91,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-8790.5,-3.92,6.05,-340.8727327
AUS,Oceania,Australia,2021/5/10,29938,7,12.571,910,0,0,1160.918,0.271,0.487,35.287,0,0,0.65,2,0.078,29,1.125,,,,,17259848,36799,669.292,1.427,44805,1.737,0.0003,3564.2,tests performed,2736107,2436106,300001,,72886,59877,10.61,9.45,1.16,,2322,54933,0.213,44.91,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/5/11,29946,8,11.571,910,0,0,1161.228,0.31,0.449,35.287,0,0,0.63,3,0.116,31,1.202,,,,,17295039,35191,670.657,1.365,45441,1.762,0.0003,3927.1,tests performed,2812486,2506399,306087,,76379,59453,10.91,9.72,1.19,,2305,54572,0.212,39.35,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/5/12,29955,9,10.143,910,0,0,1161.577,0.349,0.393,35.287,0,0,0.63,3,0.116,27,1.047,,,,,17356514,61475,673.04,2.384,46618,1.808,0.0002,4596.1,tests performed,2894770,2580660,314110,,82284,60177,11.23,10.01,1.22,,2334,55074,0.214,39.35,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/5/13,29957,2,9.143,910,0,0,1161.655,0.078,0.355,35.287,0,0,0.63,3,0.116,24,0.931,,,,,17411746,55232,675.182,2.142,47402,1.838,0.0002,5184.5,tests performed,2980644,2660509,320135,,85874,60873,11.56,10.32,1.24,,2360,55946,0.217,39.35,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/5/14,29964,7,8.286,910,0,0,1161.926,0.271,0.321,35.287,0,0,0.66,3,0.116,23,0.892,,,,,17465839,54093,677.28,2.098,48134,1.867,0.0002,5809.1,tests performed,3056797,2728447,328350,,76153,61296,11.85,10.58,1.27,,2377,56177,0.218,39.35,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
